DEBUG:root:Time[0.00000 ms]: Job[ 0], ARRIVE, gpt-2
DEBUG:root:Time[13544.83292 ms]: Job[12], START, G0-G1
DEBUG:root:Time[13577.93495 ms]: Job[17], END, 2977.418265772105
DEBUG:root:Time[13911.44998 ms]: Job[19], ARRIVE, gpt-4
DEBUG:root:Time[14219.98489 ms]: Job[20], ARRIVE, resnet50-2
DEBUG:root:Time[14748.96761 ms]: Job[21], ARRIVE, mobilenet-1
DEBUG:root:Time[14797.20968 ms]: Job[22], ARRIVE, vgg16-4
DEBUG:root:Time[14832.91121 ms]: Job[23], ARRIVE, mobilenet-2
DEBUG:root:Time[15097.16592 ms]: Job[24], ARRIVE, vgg16-4
DEBUG:root:Time[15173.36378 ms]: Job[ 7], END, 10142.56053324783
DEBUG:root:Time[15189.42697 ms]: Job[21], START, G6
DEBUG:root:Time[15580.01809 ms]: Job[25], ARRIVE, mobilenet-2
DEBUG:root:Time[16303.18388 ms]: Job[26], ARRIVE, gpt-4
DEBUG:root:Time[16560.14483 ms]: Job[27], ARRIVE, gpt-2
DEBUG:root:Time[17261.63212 ms]: Job[16], START, G6-G15
DEBUG:root:Time[17291.82697 ms]: Job[21], END, 2542.8593591443023
DEBUG:root:Time[17985.22808 ms]: Job[28], ARRIVE, gpt-4
DEBUG:root:Time[19784.47851 ms]: Job[20], START, G10-G11
DEBUG:root:Time[19784.47851 ms]: Job[18], START, G8-G9
DEBUG:root:Time[19815.39074 ms]: Job[29], ARRIVE, gpt-2
DEBUG:root:Time[19828.34140 ms]: Job[ 8], END, 13186.763976608196
DEBUG:root:Time[21800.63463 ms]: Job[30], ARRIVE, gpt-4
DEBUG:root:Time[21843.74206 ms]: Job[31], ARRIVE, mobilenet-2
DEBUG:root:Time[22513.55631 ms]: Job[20], END, 8293.571411508412
DEBUG:root:Time[22517.74620 ms]: Job[23], START, G10-G11
DEBUG:root:Time[23089.93710 ms]: Job[ 9], END, 15524.600672725486
DEBUG:root:Time[23097.35548 ms]: Job[25], START, G2-G3
DEBUG:root:Time[23097.35548 ms]: Job[27], START, G12-G13
DEBUG:root:Time[23476.01708 ms]: Job[32], ARRIVE, gpt-4
DEBUG:root:Time[23952.83985 ms]: Job[23], END, 9119.928634905122
DEBUG:root:Time[23957.15829 ms]: Job[29], START, G10-G11
DEBUG:root:Time[24615.24838 ms]: Job[33], ARRIVE, gpt-2
DEBUG:root:Time[24883.96305 ms]: Job[25], END, 9303.944956877162
DEBUG:root:Time[24889.59430 ms]: Job[31], START, G2-G3
DEBUG:root:Time[25499.16861 ms]: Job[34], ARRIVE, gpt-2
DEBUG:root:Time[25613.83538 ms]: Job[35], ARRIVE, gpt-4
DEBUG:root:Time[25698.95078 ms]: Job[36], ARRIVE, mobilenet-1
DEBUG:root:Time[25723.86485 ms]: Job[37], ARRIVE, gpt-4
DEBUG:root:Time[25823.18856 ms]: Job[38], ARRIVE, mobilenet-4
DEBUG:root:Time[26607.83289 ms]: Job[31], END, 4764.090837936368
DEBUG:root:Time[26608.14480 ms]: Job[36], START, G2
DEBUG:root:Time[26918.28944 ms]: Job[39], ARRIVE, gpt-2
DEBUG:root:Time[27696.33042 ms]: Job[40], ARRIVE, gpt-4
DEBUG:root:Time[28086.55336 ms]: Job[33], START, G2-G3
DEBUG:root:Time[28119.24480 ms]: Job[36], END, 2420.2940210095876
DEBUG:root:Time[28511.21755 ms]: Job[41], ARRIVE, gpt-4
DEBUG:root:Time[28941.37208 ms]: Job[18], END, 17210.596107206995
DEBUG:root:Time[28950.01032 ms]: Job[34], START, G8-G9
DEBUG:root:Time[29242.57272 ms]: Job[39], START, G6-G15
DEBUG:root:Time[29243.41404 ms]: Job[16], END, 19630.86855620477
DEBUG:root:Time[30412.22691 ms]: Job[29], END, 10596.836169999271
DEBUG:root:Time[31109.36536 ms]: Job[42], ARRIVE, vgg16-4
DEBUG:root:Time[32362.95428 ms]: Job[43], ARRIVE, gpt-2
DEBUG:root:Time[32362.95428 ms]: Job[43], START, G10-G11
DEBUG:root:Time[32639.23738 ms]: Job[44], ARRIVE, vgg16-2
DEBUG:root:Time[32723.83553 ms]: Job[45], ARRIVE, gpt-4
DEBUG:root:Time[32936.83967 ms]: Job[46], ARRIVE, mobilenet-2
DEBUG:root:Time[32953.93276 ms]: Job[44], START, G8-G9
DEBUG:root:Time[32954.02325 ms]: Job[34], END, 7454.854640379515
DEBUG:root:Time[33010.72050 ms]: Job[47], ARRIVE, gpt-2
DEBUG:root:Time[33038.79892 ms]: Job[48], ARRIVE, gpt-4
DEBUG:root:Time[33303.89187 ms]: Job[49], ARRIVE, mobilenet-2
DEBUG:root:Time[33316.00418 ms]: Job[50], ARRIVE, gpt-4
DEBUG:root:Time[33622.60889 ms]: Job[51], ARRIVE, gpt-2
DEBUG:root:Time[33873.51268 ms]: Job[46], START, G0-G1
DEBUG:root:Time[33880.70795 ms]: Job[12], END, 25801.046764825176
DEBUG:root:Time[34845.28572 ms]: Job[52], ARRIVE, gpt-4
DEBUG:root:Time[35134.84510 ms]: Job[53], ARRIVE, vgg16-1
DEBUG:root:Time[35351.81432 ms]: Job[53], START, G12
DEBUG:root:Time[35352.03033 ms]: Job[54], ARRIVE, gpt-4
DEBUG:root:Time[35353.62815 ms]: Job[27], END, 18793.48332114331
DEBUG:root:Time[35439.23821 ms]: Job[46], END, 2502.398536368055
DEBUG:root:Time[35440.53432 ms]: Job[47], START, G0-G1
DEBUG:root:Time[35634.83751 ms]: Job[55], ARRIVE, mobilenet-2
DEBUG:root:Time[36487.57720 ms]: Job[49], START, G12-G13
DEBUG:root:Time[36505.17432 ms]: Job[53], END, 1370.329215471218
DEBUG:root:Time[37305.36319 ms]: Job[56], ARRIVE, gpt-4
DEBUG:root:Time[37407.24185 ms]: Job[57], ARRIVE, vgg16-4
DEBUG:root:Time[37481.11265 ms]: Job[58], ARRIVE, mobilenet-2
DEBUG:root:Time[37543.13393 ms]: Job[43], END, 5180.179649122903
DEBUG:root:Time[37547.64036 ms]: Job[51], START, G10-G11
DEBUG:root:Time[37695.32594 ms]: Job[59], ARRIVE, resnet50-2
DEBUG:root:Time[37832.70999 ms]: Job[49], END, 4528.818123963945
DEBUG:root:Time[37833.47826 ms]: Job[55], START, G12-G13
DEBUG:root:Time[39332.61635 ms]: Job[55], END, 3697.778838966595
DEBUG:root:Time[39339.91872 ms]: Job[58], START, G12-G13
DEBUG:root:Time[40522.93619 ms]: Job[47], END, 7512.21569102283
DEBUG:root:Time[40526.34547 ms]: Job[59], START, G0-G1
DEBUG:root:Time[41122.97837 ms]: Job[58], END, 3641.8657250976903
DEBUG:root:Time[42110.85563 ms]: Job[10], START, G8-G9-G12-G13
DEBUG:root:Time[42118.75849 ms]: Job[44], END, 9479.521108130804
DEBUG:root:Time[43408.12287 ms]: Job[59], END, 5712.79693485512
DEBUG:root:Time[49097.43954 ms]: Job[33], END, 24482.1911603506
DEBUG:root:Time[49099.45716 ms]: Job[11], START, G0-G1-G2-G3
DEBUG:root:Time[52427.97796 ms]: Job[11], END, 44408.875337180194
DEBUG:root:Time[52428.42088 ms]: Job[13], START, G0-G1-G2-G3
DEBUG:root:Time[56477.59522 ms]: Job[10], END, 48781.618224950835
DEBUG:root:Time[56502.18911 ms]: Job[14], START, G8-G9-G12-G13
DEBUG:root:Time[58291.66167 ms]: Job[51], END, 24669.05277197766
DEBUG:root:Time[60321.63132 ms]: Job[15], START, G6-G10-G11-G15
DEBUG:root:Time[60436.46974 ms]: Job[39], END, 33518.18029316861
DEBUG:root:Time[73856.91234 ms]: Job[13], END, 65661.24741991381
DEBUG:root:Time[73911.29809 ms]: Job[19], START, G0-G1-G2-G3
DEBUG:root:Time[84620.09695 ms]: Job[22], START, G0-G1-G2-G3
DEBUG:root:Time[84625.54382 ms]: Job[19], END, 70714.09384616287
DEBUG:root:Time[99526.27548 ms]: Job[24], START, G6-G10-G11-G15
DEBUG:root:Time[99578.62985 ms]: Job[15], END, 90155.77072373938
DEBUG:root:Time[103411.86552 ms]: Job[26], START, G4-G5-G7-G14
DEBUG:root:Time[103496.77486 ms]: Job[ 6], END, 100473.20167054038
DEBUG:root:Time[105151.84410 ms]: Job[22], END, 90354.63441597718
DEBUG:root:Time[105161.91222 ms]: Job[28], START, G0-G1-G2-G3
DEBUG:root:Time[115860.93926 ms]: Job[30], START, G0-G1-G2-G3
DEBUG:root:Time[115876.15795 ms]: Job[28], END, 97890.92987115812
DEBUG:root:Time[118387.61879 ms]: Job[30], END, 96586.98416338403
DEBUG:root:Time[118473.39596 ms]: Job[32], START, G0-G1-G2-G3
DEBUG:root:Time[119225.31598 ms]: Job[35], START, G8-G9-G12-G13
DEBUG:root:Time[119313.38675 ms]: Job[14], END, 111088.41909016632
DEBUG:root:Time[131645.68206 ms]: Job[37], START, G0-G1-G2-G3
DEBUG:root:Time[131660.15994 ms]: Job[32], END, 108184.1428560086
DEBUG:root:Time[153074.17352 ms]: Job[37], END, 127350.30867135884
DEBUG:root:Time[153104.55685 ms]: Job[38], START, G0-G1-G2-G3
DEBUG:root:Time[155062.93661 ms]: Job[38], END, 129239.74804298843
DEBUG:root:Time[155077.55041 ms]: Job[40], START, G0-G1-G2-G3
DEBUG:root:Time[158362.23380 ms]: Job[40], END, 130665.90337740253
DEBUG:root:Time[158371.66346 ms]: Job[41], START, G0-G1-G2-G3
DEBUG:root:Time[166613.39095 ms]: Job[41], END, 138102.17339222858
DEBUG:root:Time[166671.05844 ms]: Job[42], START, G0-G1-G2-G3
DEBUG:root:Time[185114.83130 ms]: Job[42], END, 154005.4659382598
DEBUG:root:Time[185117.28266 ms]: Job[45], START, G0-G1-G2-G3
DEBUG:root:Time[206500.48043 ms]: Job[48], START, G0-G1-G2-G3
DEBUG:root:Time[206545.77412 ms]: Job[45], END, 173821.93859252083
DEBUG:root:Time[209027.15997 ms]: Job[48], END, 175988.36104872756
DEBUG:root:Time[209066.29827 ms]: Job[50], START, G0-G1-G2-G3
DEBUG:root:Time[215635.66505 ms]: Job[50], END, 182319.66087343812
DEBUG:root:Time[215652.73844 ms]: Job[52], START, G0-G1-G2-G3
DEBUG:root:Time[217895.21350 ms]: Job[24], END, 202798.04757890842
DEBUG:root:Time[217936.87462 ms]: Job[54], START, G6-G10-G11-G15
DEBUG:root:Time[233578.21592 ms]: Job[56], START, G4-G5-G7-G14
DEBUG:root:Time[233721.55263 ms]: Job[26], END, 217418.368750375
DEBUG:root:Time[242850.43914 ms]: Job[52], END, 208005.1534259939
DEBUG:root:Time[242863.20051 ms]: Job[57], START, G0-G1-G2-G3
DEBUG:root:Time[249087.00781 ms]: Job[35], END, 223473.17243253737
DEBUG:root:Time[264090.93908 ms]: Job[57], END, 226683.69723275222
DEBUG:root:Time[293483.75040 ms]: Job[54], END, 258131.72006484465
DEBUG:root:Time[300075.58711 ms]: Job[56], END, 262770.22391353815
