DEBUG:root:Time[0.00000 ms]: Job[ 0], ARRIVE, gpt-4
DEBUG:root:Time[7141.98347 ms]: Job[31], ARRIVE, vgg16-8
DEBUG:root:Time[7209.81351 ms]: Job[32], ARRIVE, gpt-8
DEBUG:root:Time[7224.91477 ms]: Job[33], ARRIVE, gpt-2
DEBUG:root:Time[7544.71022 ms]: Job[34], ARRIVE, gpt-8
DEBUG:root:Time[7686.80473 ms]: Job[35], ARRIVE, vgg16-2
DEBUG:root:Time[7773.31839 ms]: Job[36], ARRIVE, gpt-4
DEBUG:root:Time[7928.16118 ms]: Job[37], ARRIVE, vgg16-1
DEBUG:root:Time[7994.46573 ms]: Job[38], ARRIVE, gpt-2
DEBUG:root:Time[8075.02355 ms]: Job[39], ARRIVE, gpt-8
DEBUG:root:Time[8235.80144 ms]: Job[37], START, G0
DEBUG:root:Time[8260.76402 ms]: Job[11], END, 5771.787952454639
DEBUG:root:Time[8288.61008 ms]: Job[40], ARRIVE, gpt-4
DEBUG:root:Time[8365.14069 ms]: Job[ 6], START, G4-G5-G6-G7
DEBUG:root:Time[8411.96810 ms]: Job[ 2], END, 7436.693333333307
DEBUG:root:Time[8465.23705 ms]: Job[41], ARRIVE, gpt-4
DEBUG:root:Time[8548.34514 ms]: Job[42], ARRIVE, gpt-4
DEBUG:root:Time[8657.16981 ms]: Job[43], ARRIVE, vgg16-1
DEBUG:root:Time[8683.28399 ms]: Job[43], START, G3
DEBUG:root:Time[8713.40393 ms]: Job[21], END, 3628.5599999999995
DEBUG:root:Time[8721.81703 ms]: Job[44], ARRIVE, vgg16-4
DEBUG:root:Time[8910.93472 ms]: Job[45], ARRIVE, gpt-2
DEBUG:root:Time[8949.13179 ms]: Job[46], ARRIVE, gpt-8
DEBUG:root:Time[8974.59735 ms]: Job[ 8], END, 6875.9189606238415
DEBUG:root:Time[8980.23296 ms]: Job[ 9], START, G1-G2
DEBUG:root:Time[9146.65296 ms]: Job[47], ARRIVE, resnet50-1
DEBUG:root:Time[9525.31838 ms]: Job[48], ARRIVE, gpt-4
DEBUG:root:Time[9562.16623 ms]: Job[49], ARRIVE, vgg16-1
DEBUG:root:Time[9849.33393 ms]: Job[50], ARRIVE, gpt-2
DEBUG:root:Time[9963.15676 ms]: Job[51], ARRIVE, gpt-8
DEBUG:root:Time[9967.23848 ms]: Job[47], START, G0
DEBUG:root:Time[9988.02144 ms]: Job[37], END, 2059.860257890974
DEBUG:root:Time[10289.92939 ms]: Job[52], ARRIVE, gpt-4
DEBUG:root:Time[10642.98566 ms]: Job[53], ARRIVE, resnet50-1
DEBUG:root:Time[10727.71575 ms]: Job[49], START, G3
DEBUG:root:Time[10746.02399 ms]: Job[43], END, 2088.854181445222
DEBUG:root:Time[10977.11018 ms]: Job[54], ARRIVE, vgg16-4
DEBUG:root:Time[11171.50174 ms]: Job[55], ARRIVE, gpt-8
DEBUG:root:Time[11408.12365 ms]: Job[56], ARRIVE, mobilenet-8
DEBUG:root:Time[11633.47045 ms]: Job[57], ARRIVE, vgg16-1
DEBUG:root:Time[11753.61055 ms]: Job[58], ARRIVE, gpt-8
DEBUG:root:Time[11909.75330 ms]: Job[59], ARRIVE, gpt-4
DEBUG:root:Time[12060.48095 ms]: Job[60], ARRIVE, gpt-4
DEBUG:root:Time[12068.66854 ms]: Job[61], ARRIVE, gpt-8
DEBUG:root:Time[12335.47169 ms]: Job[62], ARRIVE, gpt-8
DEBUG:root:Time[12536.91048 ms]: Job[53], START, G8
DEBUG:root:Time[12536.91048 ms]: Job[57], START, G9
DEBUG:root:Time[12536.91048 ms]: Job[12], START, G10-G11-G12-G13
DEBUG:root:Time[12536.91048 ms]: Job[22], START, G14-G15
DEBUG:root:Time[12545.36055 ms]: Job[63], ARRIVE, vgg16-4
DEBUG:root:Time[12590.83575 ms]: Job[49], END, 3028.6695166801383
DEBUG:root:Time[12594.85062 ms]: Job[ 1], END, 12100.854999999992
DEBUG:root:Time[12871.27398 ms]: Job[64], ARRIVE, gpt-8
DEBUG:root:Time[13004.54416 ms]: Job[65], ARRIVE, gpt-8
DEBUG:root:Time[13107.47121 ms]: Job[ 6], END, 11399.588938158848
DEBUG:root:Time[13108.05064 ms]: Job[66], ARRIVE, vgg16-2
DEBUG:root:Time[13108.05064 ms]: Job[14], START, G3-G4-G5-G6
DEBUG:root:Time[13182.83508 ms]: Job[67], ARRIVE, vgg16-4
DEBUG:root:Time[13359.35390 ms]: Job[68], ARRIVE, gpt-8
DEBUG:root:Time[13378.40270 ms]: Job[69], ARRIVE, gpt-4
DEBUG:root:Time[13387.02998 ms]: Job[30], START, G0-G7
DEBUG:root:Time[13421.34848 ms]: Job[47], END, 4274.695524169914
DEBUG:root:Time[13594.57586 ms]: Job[70], ARRIVE, gpt-2
DEBUG:root:Time[14221.31520 ms]: Job[71], ARRIVE, resnet50-1
DEBUG:root:Time[14702.00948 ms]: Job[72], ARRIVE, gpt-2
DEBUG:root:Time[14722.87548 ms]: Job[71], START, G9
DEBUG:root:Time[14732.73048 ms]: Job[57], END, 3099.260023882269
DEBUG:root:Time[15158.85568 ms]: Job[73], ARRIVE, gpt-2
DEBUG:root:Time[15250.44955 ms]: Job[74], ARRIVE, gpt-4
DEBUG:root:Time[15513.56125 ms]: Job[75], ARRIVE, gpt-8
DEBUG:root:Time[15675.92559 ms]: Job[76], ARRIVE, resnet50-8
DEBUG:root:Time[15879.69048 ms]: Job[12], END, 13059.674922114522
DEBUG:root:Time[15890.80609 ms]: Job[15], START, G10-G11-G12-G13
DEBUG:root:Time[15909.23285 ms]: Job[77], ARRIVE, gpt-4
DEBUG:root:Time[15976.91342 ms]: Job[78], ARRIVE, gpt-8
DEBUG:root:Time[16025.91048 ms]: Job[53], END, 5382.9248209561265
DEBUG:root:Time[16179.69163 ms]: Job[79], ARRIVE, gpt-4
DEBUG:root:Time[16190.38534 ms]: Job[80], ARRIVE, vgg16-2
DEBUG:root:Time[16448.02070 ms]: Job[81], ARRIVE, resnet50-4
DEBUG:root:Time[16525.07502 ms]: Job[82], ARRIVE, gpt-4
DEBUG:root:Time[16564.31010 ms]: Job[83], ARRIVE, gpt-4
DEBUG:root:Time[16651.80970 ms]: Job[84], ARRIVE, resnet50-8
DEBUG:root:Time[16690.99342 ms]: Job[85], ARRIVE, gpt-4
DEBUG:root:Time[17224.17846 ms]: Job[86], ARRIVE, gpt-8
DEBUG:root:Time[17296.56897 ms]: Job[87], ARRIVE, gpt-8
DEBUG:root:Time[17321.23624 ms]: Job[88], ARRIVE, mobilenet-4
DEBUG:root:Time[17348.19653 ms]: Job[89], ARRIVE, vgg16-1
DEBUG:root:Time[17348.19653 ms]: Job[89], START, G8
DEBUG:root:Time[17653.40110 ms]: Job[90], ARRIVE, gpt-8
DEBUG:root:Time[18048.96848 ms]: Job[91], ARRIVE, mobilenet-8
DEBUG:root:Time[18048.96848 ms]: Job[ 7], START, G24-G25-G26-G27-G28-G29-G30-G31
DEBUG:root:Time[18056.80831 ms]: Job[92], ARRIVE, vgg16-8
DEBUG:root:Time[18084.86131 ms]: Job[93], ARRIVE, vgg16-1
DEBUG:root:Time[18104.81009 ms]: Job[ 4], END, 16755.030000000017
DEBUG:root:Time[18222.10848 ms]: Job[93], START, G9
DEBUG:root:Time[18246.76548 ms]: Job[71], END, 4025.4502758243743
DEBUG:root:Time[18565.09892 ms]: Job[94], ARRIVE, gpt-2
DEBUG:root:Time[18721.92151 ms]: Job[95], ARRIVE, mobilenet-1
DEBUG:root:Time[19106.46609 ms]: Job[15], END, 15543.413032151346
DEBUG:root:Time[19109.27464 ms]: Job[95], START, G10
DEBUG:root:Time[19109.27464 ms]: Job[33], START, G11-G12
DEBUG:root:Time[19212.40331 ms]: Job[35], START, G8-G13
DEBUG:root:Time[19233.49653 ms]: Job[89], END, 1885.2999999999993
DEBUG:root:Time[19281.47412 ms]: Job[96], ARRIVE, gpt-4
DEBUG:root:Time[19470.07457 ms]: Job[97], ARRIVE, resnet50-8
DEBUG:root:Time[19764.81806 ms]: Job[38], START, G1-G2
DEBUG:root:Time[19769.92062 ms]: Job[ 9], END, 17624.55366028178
DEBUG:root:Time[19791.59390 ms]: Job[98], ARRIVE, vgg16-4
DEBUG:root:Time[19910.62042 ms]: Job[99], ARRIVE, gpt-8
DEBUG:root:Time[19990.17081 ms]: Job[19], START, G3-G4-G5-G6
DEBUG:root:Time[19995.36998 ms]: Job[14], END, 16440.410140826774
DEBUG:root:Time[20129.58848 ms]: Job[93], END, 2044.7271726359504
DEBUG:root:Time[20288.83994 ms]: Job[100], ARRIVE, gpt-8
DEBUG:root:Time[20394.31134 ms]: Job[101], ARRIVE, gpt-4
DEBUG:root:Time[20489.10116 ms]: Job[102], ARRIVE, gpt-8
DEBUG:root:Time[20610.16443 ms]: Job[103], ARRIVE, gpt-8
DEBUG:root:Time[20719.06859 ms]: Job[104], ARRIVE, resnet50-4
DEBUG:root:Time[20974.50014 ms]: Job[45], START, G0-G7
DEBUG:root:Time[20974.74739 ms]: Job[30], END, 14060.71245055669
DEBUG:root:Time[21122.48980 ms]: Job[105], ARRIVE, gpt-8
DEBUG:root:Time[21149.11903 ms]: Job[50], START, G9-G14
DEBUG:root:Time[21151.98173 ms]: Job[22], END, 15888.42643447879
DEBUG:root:Time[21223.91656 ms]: Job[106], ARRIVE, vgg16-4
DEBUG:root:Time[21324.56865 ms]: Job[107], ARRIVE, gpt-4
DEBUG:root:Time[21441.08258 ms]: Job[108], ARRIVE, gpt-8
DEBUG:root:Time[21560.81114 ms]: Job[109], ARRIVE, gpt-2
DEBUG:root:Time[21770.86086 ms]: Job[66], START, G10-G15
DEBUG:root:Time[21796.34804 ms]: Job[110], ARRIVE, resnet50-1
DEBUG:root:Time[21802.97464 ms]: Job[95], END, 3081.0531286459336
DEBUG:root:Time[21841.94434 ms]: Job[111], ARRIVE, mobilenet-2
DEBUG:root:Time[22119.68011 ms]: Job[112], ARRIVE, gpt-4
DEBUG:root:Time[22183.07143 ms]: Job[113], ARRIVE, vgg16-8
DEBUG:root:Time[22895.48635 ms]: Job[114], ARRIVE, gpt-8
DEBUG:root:Time[22926.32358 ms]: Job[115], ARRIVE, gpt-8
DEBUG:root:Time[23282.52623 ms]: Job[116], ARRIVE, vgg16-8
DEBUG:root:Time[23377.53411 ms]: Job[117], ARRIVE, mobilenet-1
DEBUG:root:Time[23396.69525 ms]: Job[118], ARRIVE, gpt-8
DEBUG:root:Time[23681.32407 ms]: Job[119], ARRIVE, gpt-2
DEBUG:root:Time[23697.48980 ms]: Job[110], START, G24
DEBUG:root:Time[23697.48980 ms]: Job[117], START, G25
DEBUG:root:Time[23697.48980 ms]: Job[23], START, G26-G27-G28-G29
DEBUG:root:Time[23697.48980 ms]: Job[70], START, G30-G31
DEBUG:root:Time[23708.11848 ms]: Job[ 7], END, 21841.880659359107
DEBUG:root:Time[25440.06086 ms]: Job[29], START, G3-G4-G5-G6
DEBUG:root:Time[25442.81148 ms]: Job[19], END, 21428.434596217732
DEBUG:root:Time[26588.28980 ms]: Job[117], END, 3210.7556822216284
DEBUG:root:Time[27085.16112 ms]: Job[72], START, G24-G25
DEBUG:root:Time[27116.70980 ms]: Job[110], END, 5320.361751456177
DEBUG:root:Time[29197.37952 ms]: Job[36], START, G20-G21-G22-G23
DEBUG:root:Time[29213.12086 ms]: Job[ 5], END, 27608.352544529214
DEBUG:root:Time[29465.59295 ms]: Job[73], START, G0-G7
DEBUG:root:Time[29477.55981 ms]: Job[45], END, 20566.62509353277
DEBUG:root:Time[30574.60097 ms]: Job[80], START, G1-G2
DEBUG:root:Time[30595.46198 ms]: Job[38], END, 22600.996250925517
DEBUG:root:Time[31522.40331 ms]: Job[40], START, G16-G17-G18-G19
DEBUG:root:Time[31526.74376 ms]: Job[ 3], END, 30184.882722646165
DEBUG:root:Time[32041.30620 ms]: Job[29], END, 25373.750324775734
DEBUG:root:Time[32042.24534 ms]: Job[41], START, G3-G4-G5-G6
DEBUG:root:Time[32766.87114 ms]: Job[94], START, G9-G14
DEBUG:root:Time[32798.88411 ms]: Job[50], END, 22949.550179697355
DEBUG:root:Time[33509.52308 ms]: Job[109], START, G30-G31
DEBUG:root:Time[33528.90563 ms]: Job[70], END, 19934.329770033102
DEBUG:root:Time[33557.40097 ms]: Job[111], START, G11-G12
DEBUG:root:Time[33581.55039 ms]: Job[33], END, 26356.635620261928
DEBUG:root:Time[33973.25952 ms]: Job[36], END, 26199.94112375273
DEBUG:root:Time[33976.80048 ms]: Job[42], START, G20-G21-G22-G23
DEBUG:root:Time[34870.20097 ms]: Job[119], START, G8-G13
DEBUG:root:Time[34883.20331 ms]: Job[35], END, 27196.39857475111
DEBUG:root:Time[35933.13937 ms]: Job[72], END, 21231.129881906334
DEBUG:root:Time[36360.87522 ms]: Job[111], END, 14518.93087778999
DEBUG:root:Time[37833.44862 ms]: Job[73], END, 22674.592935740362
DEBUG:root:Time[38442.86086 ms]: Job[66], END, 25334.810218925075
DEBUG:root:Time[38445.40097 ms]: Job[44], START, G10-G11-G12-G15
DEBUG:root:Time[39517.66763 ms]: Job[119], END, 15836.343558482251
DEBUG:root:Time[40752.98443 ms]: Job[48], START, G16-G17-G18-G19
DEBUG:root:Time[40763.00331 ms]: Job[40], END, 32474.39322696312
DEBUG:root:Time[40959.55323 ms]: Job[52], START, G20-G21-G22-G23
DEBUG:root:Time[40967.24848 ms]: Job[42], END, 32418.903339034405
DEBUG:root:Time[42178.92323 ms]: Job[54], START, G8-G9-G13-G14
DEBUG:root:Time[42186.25973 ms]: Job[94], END, 23621.160804274936
DEBUG:root:Time[43500.53167 ms]: Job[59], START, G24-G25-G30-G31
DEBUG:root:Time[43501.30866 ms]: Job[109], END, 21940.49752378516
DEBUG:root:Time[44641.05656 ms]: Job[52], END, 34351.127171290835
DEBUG:root:Time[44642.22509 ms]: Job[60], START, G20-G21-G22-G23
DEBUG:root:Time[45793.00097 ms]: Job[80], END, 29602.61562798318
DEBUG:root:Time[45796.55256 ms]: Job[63], START, G0-G1-G2-G7
DEBUG:root:Time[46188.53228 ms]: Job[67], START, G26-G27-G28-G29
DEBUG:root:Time[46200.25440 ms]: Job[23], END, 40894.0233863208
DEBUG:root:Time[46446.16086 ms]: Job[69], START, G16-G17-G18-G19
DEBUG:root:Time[46461.29243 ms]: Job[48], END, 36935.974046467134
DEBUG:root:Time[46580.51200 ms]: Job[74], START, G3-G4-G5-G6
DEBUG:root:Time[46627.15868 ms]: Job[41], END, 38161.92162357006
DEBUG:root:Time[53849.60290 ms]: Job[77], START, G20-G21-G22-G23
DEBUG:root:Time[53899.01176 ms]: Job[60], END, 41838.53081475275
DEBUG:root:Time[56168.01564 ms]: Job[79], START, G24-G25-G30-G31
DEBUG:root:Time[56206.03834 ms]: Job[59], END, 44296.28503715647
DEBUG:root:Time[56567.13200 ms]: Job[81], START, G16-G17-G18-G19
DEBUG:root:Time[56600.85419 ms]: Job[69], END, 43222.45149018448
DEBUG:root:Time[59963.75961 ms]: Job[82], START, G3-G4-G5-G6
DEBUG:root:Time[60007.75867 ms]: Job[74], END, 44757.30912397526
DEBUG:root:Time[63358.61282 ms]: Job[83], START, G16-G17-G18-G19
DEBUG:root:Time[63360.58663 ms]: Job[81], END, 46912.56593191171
DEBUG:root:Time[64172.10420 ms]: Job[85], START, G20-G21-G22-G23
DEBUG:root:Time[64205.62956 ms]: Job[77], END, 48296.3967142623
DEBUG:root:Time[67914.21753 ms]: Job[85], END, 51223.22410670087
DEBUG:root:Time[67916.33353 ms]: Job[88], START, G20-G21-G22-G23
DEBUG:root:Time[70894.49240 ms]: Job[88], END, 53573.25615122851
DEBUG:root:Time[70898.61961 ms]: Job[96], START, G20-G21-G22-G23
DEBUG:root:Time[71187.62236 ms]: Job[98], START, G24-G25-G30-G31
DEBUG:root:Time[71214.90898 ms]: Job[79], END, 55035.217344126715
DEBUG:root:Time[71494.52628 ms]: Job[101], START, G16-G17-G18-G19
DEBUG:root:Time[71499.97282 ms]: Job[83], END, 54935.66272019585
DEBUG:root:Time[72403.92275 ms]: Job[44], END, 63682.105718020524
DEBUG:root:Time[72408.34524 ms]: Job[104], START, G10-G11-G12-G15
DEBUG:root:Time[72647.94494 ms]: Job[106], START, G3-G4-G5-G6
DEBUG:root:Time[72694.43294 ms]: Job[82], END, 56169.357925230244
DEBUG:root:Time[73472.44732 ms]: Job[107], START, G0-G1-G2-G7
DEBUG:root:Time[73494.71697 ms]: Job[63], END, 60949.356416172595
DEBUG:root:Time[75562.84961 ms]: Job[96], END, 56281.37548672143
DEBUG:root:Time[75565.96379 ms]: Job[112], START, G20-G21-G22-G23
DEBUG:root:Time[75589.08893 ms]: Job[67], END, 62406.25384564142
DEBUG:root:Time[76741.90295 ms]: Job[54], END, 65764.79277074864
DEBUG:root:Time[77807.66961 ms]: Job[101], END, 57413.35827215646
DEBUG:root:Time[77969.15066 ms]: Job[107], END, 56644.582010818995
DEBUG:root:Time[78511.96309 ms]: Job[104], END, 57792.89450522007
DEBUG:root:Time[78513.18175 ms]: Job[10], START, G8-G9-G10-G11-G12-G13-G14-G15
DEBUG:root:Time[84578.57525 ms]: Job[13], START, G16-G17-G18-G19-G20-G21-G22-G23
DEBUG:root:Time[84589.04379 ms]: Job[112], END, 62469.36367445879
DEBUG:root:Time[90768.98284 ms]: Job[16], START, G0-G1-G2-G3-G4-G5-G6-G7
DEBUG:root:Time[90773.59026 ms]: Job[106], END, 69549.67370438918
DEBUG:root:Time[91008.77525 ms]: Job[13], END, 87777.24325568824
DEBUG:root:Time[91015.41549 ms]: Job[17], START, G16-G17-G18-G19-G20-G21-G22-G23
DEBUG:root:Time[92466.02916 ms]: Job[18], START, G8-G9-G10-G11-G12-G13-G14-G15
DEBUG:root:Time[92475.70675 ms]: Job[10], END, 90261.4638479401
DEBUG:root:Time[93502.37824 ms]: Job[98], END, 73710.78434199827
DEBUG:root:Time[93505.58649 ms]: Job[20], START, G24-G25-G26-G27-G28-G29-G30-G31
DEBUG:root:Time[105547.88284 ms]: Job[24], START, G24-G25-G26-G27-G28-G29-G30-G31
DEBUG:root:Time[105606.44149 ms]: Job[20], END, 101169.71744641931
DEBUG:root:Time[108692.55816 ms]: Job[25], START, G16-G17-G18-G19-G20-G21-G22-G23
DEBUG:root:Time[108701.28049 ms]: Job[17], END, 104809.8661485959
DEBUG:root:Time[109212.50051 ms]: Job[26], START, G8-G9-G10-G11-G12-G13-G14-G15
DEBUG:root:Time[109221.05916 ms]: Job[18], END, 105270.40626110042
DEBUG:root:Time[117648.73784 ms]: Job[24], END, 112023.83957792082
DEBUG:root:Time[117663.43284 ms]: Job[27], START, G24-G25-G26-G27-G28-G29-G30-G31
DEBUG:root:Time[125409.99284 ms]: Job[28], START, G16-G17-G18-G19-G20-G21-G22-G23
DEBUG:root:Time[125447.58816 ms]: Job[25], END, 119675.78464955038
DEBUG:root:Time[125936.40951 ms]: Job[31], START, G8-G9-G10-G11-G12-G13-G14-G15
DEBUG:root:Time[125967.53051 ms]: Job[26], END, 119979.57065487662
DEBUG:root:Time[129930.07284 ms]: Job[16], END, 126340.13507283037
DEBUG:root:Time[129932.98284 ms]: Job[32], START, G0-G1-G2-G3-G4-G5-G6-G7
DEBUG:root:Time[130175.59284 ms]: Job[28], END, 123657.32806211786
DEBUG:root:Time[130182.19951 ms]: Job[34], START, G16-G17-G18-G19-G20-G21-G22-G23
DEBUG:root:Time[132704.89951 ms]: Job[34], END, 125160.18928798394
DEBUG:root:Time[132722.34951 ms]: Job[39], START, G16-G17-G18-G19-G20-G21-G22-G23
DEBUG:root:Time[135385.19951 ms]: Job[39], END, 127310.17596371192
DEBUG:root:Time[135385.79284 ms]: Job[46], START, G16-G17-G18-G19-G20-G21-G22-G23
DEBUG:root:Time[143193.89284 ms]: Job[46], END, 134244.76104961438
DEBUG:root:Time[143193.95284 ms]: Job[51], START, G16-G17-G18-G19-G20-G21-G22-G23
DEBUG:root:Time[144794.57284 ms]: Job[55], START, G0-G1-G2-G3-G4-G5-G6-G7
DEBUG:root:Time[144826.34284 ms]: Job[32], END, 137616.5293313374
DEBUG:root:Time[149142.47284 ms]: Job[56], START, G16-G17-G18-G19-G20-G21-G22-G23
DEBUG:root:Time[149164.85284 ms]: Job[51], END, 139201.6960877911
DEBUG:root:Time[153342.47284 ms]: Job[56], END, 141934.34919213646
DEBUG:root:Time[153357.36951 ms]: Job[58], START, G16-G17-G18-G19-G20-G21-G22-G23
DEBUG:root:Time[156858.23284 ms]: Job[61], START, G0-G1-G2-G3-G4-G5-G6-G7
DEBUG:root:Time[156895.42784 ms]: Job[55], END, 145723.92610596708
DEBUG:root:Time[159521.08284 ms]: Job[61], END, 147452.4143040351
DEBUG:root:Time[159521.48951 ms]: Job[62], START, G0-G1-G2-G3-G4-G5-G6-G7
DEBUG:root:Time[159781.63951 ms]: Job[64], START, G24-G25-G26-G27-G28-G29-G30-G31
DEBUG:root:Time[159798.78284 ms]: Job[27], END, 153414.44250259138
DEBUG:root:Time[161343.43951 ms]: Job[62], END, 149007.96782326672
DEBUG:root:Time[161350.32951 ms]: Job[65], START, G0-G1-G2-G3-G4-G5-G6-G7
DEBUG:root:Time[165817.53951 ms]: Job[68], START, G0-G1-G2-G3-G4-G5-G6-G7
DEBUG:root:Time[165818.07951 ms]: Job[65], END, 152813.53535119237
DEBUG:root:Time[166205.38951 ms]: Job[75], START, G24-G25-G26-G27-G28-G29-G30-G31
DEBUG:root:Time[166211.83951 ms]: Job[64], END, 153340.56553473743
DEBUG:root:Time[170077.43951 ms]: Job[76], START, G16-G17-G18-G19-G20-G21-G22-G23
DEBUG:root:Time[170112.39951 ms]: Job[58], END, 158358.7889578545
DEBUG:root:Time[171173.03951 ms]: Job[78], START, G0-G1-G2-G3-G4-G5-G6-G7
DEBUG:root:Time[171178.83951 ms]: Job[68], END, 157819.48560743767
DEBUG:root:Time[171864.53951 ms]: Job[75], END, 156350.97826433682
DEBUG:root:Time[171865.03951 ms]: Job[84], START, G24-G25-G26-G27-G28-G29-G30-G31
DEBUG:root:Time[175994.65918 ms]: Job[86], START, G8-G9-G10-G11-G12-G13-G14-G15
DEBUG:root:Time[176003.11951 ms]: Job[31], END, 168861.13604324628
DEBUG:root:Time[180627.43951 ms]: Job[76], END, 164951.51391989738
DEBUG:root:Time[180638.53951 ms]: Job[87], START, G16-G17-G18-G19-G20-G21-G22-G23
DEBUG:root:Time[181465.53951 ms]: Job[84], END, 164813.72980693736
DEBUG:root:Time[181510.65218 ms]: Job[90], START, G24-G25-G26-G27-G28-G29-G30-G31
DEBUG:root:Time[184204.72951 ms]: Job[78], END, 168227.8160884141
DEBUG:root:Time[184244.43484 ms]: Job[91], START, G0-G1-G2-G3-G4-G5-G6-G7
DEBUG:root:Time[187898.43484 ms]: Job[91], END, 169849.4663647706
DEBUG:root:Time[187909.05251 ms]: Job[92], START, G0-G1-G2-G3-G4-G5-G6-G7
DEBUG:root:Time[192742.95251 ms]: Job[97], START, G8-G9-G10-G11-G12-G13-G14-G15
DEBUG:root:Time[192749.68918 ms]: Job[86], END, 175525.51071620287
DEBUG:root:Time[194510.19251 ms]: Job[99], START, G24-G25-G26-G27-G28-G29-G30-G31
DEBUG:root:Time[194542.34218 ms]: Job[90], END, 176888.94107585412
DEBUG:root:Time[197361.35251 ms]: Job[100], START, G16-G17-G18-G19-G20-G21-G22-G23
DEBUG:root:Time[197393.56951 ms]: Job[87], END, 180097.00054149743
DEBUG:root:Time[200024.20251 ms]: Job[100], END, 179735.36256770807
DEBUG:root:Time[200024.60251 ms]: Job[102], START, G16-G17-G18-G19-G20-G21-G22-G23
DEBUG:root:Time[202659.95251 ms]: Job[97], END, 183189.87794211326
DEBUG:root:Time[202663.68251 ms]: Job[103], START, G8-G9-G10-G11-G12-G13-G14-G15
DEBUG:root:Time[204194.50251 ms]: Job[102], END, 183705.40135601073
DEBUG:root:Time[204205.88251 ms]: Job[105], START, G16-G17-G18-G19-G20-G21-G22-G23
DEBUG:root:Time[207491.05251 ms]: Job[108], START, G24-G25-G26-G27-G28-G29-G30-G31
DEBUG:root:Time[207541.88251 ms]: Job[99], END, 187631.26208888058
DEBUG:root:Time[209733.45251 ms]: Job[108], END, 188292.36993008055
DEBUG:root:Time[209740.32251 ms]: Job[113], START, G24-G25-G26-G27-G28-G29-G30-G31
DEBUG:root:Time[209865.03251 ms]: Job[105], END, 188742.54271073238
